t,SP,CV,P1,CVG1,G1,F1,CVG2,G2,dP2,F2,CVG12,G12,L11,L12,L21,L22,L31,L32,F3
1573,0.2,44.1491528086866,199.14056079396,44.1491528086866,44.2181604325139,13.3523377427282,0,-0.156402292923487,198.484390677258,0.00275157616973128,1,1,0.24941727707291,0.248960525507636,0.223964296156237,0.223103726773913,0.199426059201593,0.200506966650631,19.1062457495721
1574,0.2,45.1885384535527,198.173759968981,45.1885384535527,44.8907304607115,13.4583264147278,0,-0.218388382215834,196.950779260117,0.0360565701530331,1,1,0.250625979621963,0.24841897570735,0.223391581353849,0.223486541111755,0.200719936985949,0.200427879691661,19.0407909065859
1575,0.2,41.6786535084657,198.394708493551,41.6786535084657,42.1518370553199,13.5397372498447,0,-0.0447306353133092,197.496702777328,-0.190106893006158,1,1,0.248986108230142,0.248893193439402,0.223522611854213,0.223319557579659,0.200273676986348,0.200284816195069,18.9834504461997
1576,0.2,40.6413501864981,201.578874086839,40.6413501864981,40.6771320353479,12.8911743526522,0,-0.0158490417045814,200.368133732126,0.0375565500116917,1,1,0.249546133351641,0.248245762291398,0.223326271213733,0.22347078308858,0.199048332845758,0.199099025613863,19.0635287134966
1577,0.2,45.3849587620126,200.742853410236,45.3849587620126,44.8881994756642,13.1002333040563,0,-0.0790653152746689,199.359198279913,0.0988826279636115,1,1,0.248778400011793,0.248111870294943,0.222826350765191,0.222741356369956,0.200338034289972,0.199480737696955,18.9226964683703
1578,0.2,44.0186690879239,197.621302821961,44.0186690879239,44.4623574484153,13.4608717700909,0,-0.22205190711663,196.946694970059,0.0534347636755988,1,1,0.247448217043053,0.248244215259466,0.223365673147442,0.223303890087532,0.200587394014921,0.199945511138504,18.8840111842674
1579,0.2,40.9910508468066,199.956121553771,40.9910508468066,41.2099691950835,13.3112517933413,0,0.0773161579073153,198.976877887485,-0.290024811065421,1,1,0.247516158382091,0.247440889316815,0.222848252898333,0.223682752051121,0.197972118327714,0.200415843079606,19.0871104612367
1580,0.2,48.7546172870635,198.837701696633,48.7546172870635,47.7908038493807,13.3916534352011,0,0.107783207031702,197.984581140057,0.245791466170522,1,1,0.247187612577926,0.247663777464931,0.223661996730421,0.223162637681387,0.198708174151868,0.198055257083357,19.123669320129
1581,0.2,51.6351371308668,190.95874135385,51.6351371308668,51.7634677803589,14.6795101753236,0,-0.272481855776368,190.466472702437,0.0933670235541168,1,1,0.249666283952798,0.2481181724253,0.223661104065519,0.223383423908528,0.198567395244177,0.199272368585916,18.8835883716923
1582,0.2,51.1883056885521,188.354181530756,51.1883056885521,51.2019718224101,15.2194768318451,0,-0.174391685766322,187.79276449364,0.220461636285756,1,1,0.249079236328218,0.249313531085084,0.223842505457295,0.22343200926906,0.199357256529518,0.198630517566403,18.966816169923
