t	SP	CV	PV	e	P	G	dP	F1	L1	L2	L3	F2	dist
0.0	0.2	0.0	0.01740927639241668	0.18259072360758333	253.6934930707611	-0.1239258170203841	252.4707240972884	-0.08929592579293341	0.017343808071746167	0.017547487959024454	0.01740927639241668	7.060717322919529	7.0
1.0	0.2	0.0	0.01947228130068758	0.1822596035977552	253.27569539928922	-0.11280539342744172	252.55563263530166	-0.035951045474118974	0.01838301297501703	0.01826947902446211	0.01947228130068758	6.839933894941714	7.0
2.0	0.2	0.08646647167633872	0.017086500366150306	0.18188227691578512	252.97769910992199	0.24327282743152262	253.20265828802368	-0.06360759763254265	0.017382370431841276	0.01827251674591434	0.017086500366150306	6.935083917851428	7.0
3.0	0.2	0.18463490778746539	0.01864192617473632	0.18197073506840367	252.7588917699705	-0.24970533647267124	252.3805245915372	0.17500652650522286	0.019716807698328856	0.01817089365630987	0.01864192617473632	7.020711603814342	7.0
4.0	0.2	0.2843870325697987	0.01570702892835083	0.18199846874132244	253.70608042897433	0.42798204967146103	252.98060868633473	0.24808647359393832	0.018170740589037497	0.017872049489438956	0.01570702892835083	6.88388547519318	7.0
5.0	0.2	0.3843534863070085	0.018479272294706115	0.18211213972373294	253.179631455031	0.400259709537096	251.96432154906884	0.16585450171001537	0.018864106553858194	0.017648684686167076	0.018479272294706115	7.088863590001563	7.0
6.0	0.2	0.4843489463140322	0.01447833435527687	0.18188774510761285	253.54396278511086	0.47637500936960697	251.88179041743336	0.25585959353888865	0.0187373156692305	0.01822640571094632	0.01447833435527687	7.093514957693716	7.0
7.0	0.2	0.5843483318927969	0.014563338731501334	0.18199282693522162	252.22057893591298	0.7155782538644269	251.94343571747612	0.39274901646810684	0.018734768091172263	0.018463186841826542	0.014563338731501334	6.985680514902937	7.0
8.0	0.2	0.6843482487399248	0.018395561799032314	0.181936784733086	252.87095375094677	0.6038234566677343	251.39949951806818	0.5430698636600158	0.019084255721515956	0.018962573747514047	0.018395561799032314	6.998512701834929	7.0
9.0	0.2	0.7843482374864075	0.019631963087629156	0.18188110106361963	252.43262867683003	0.8282805197782159	251.51785586729048	0.5217657120748413	0.01871329460800764	0.01818600904701129	0.019631963087629156	7.243530017846599	7.0
