t	SP	CV	PV	e	P	G	dP	F1	L1	L2	L3	F2	dist
103.0	0.2	41.635643755197655	0.1959201600819907	0.0036855220301739156	202.31665776270836	41.683166685394944	201.2603554507289	12.972555260817604	0.24484500572073042	0.2194565640870727	0.1959201600819907	21.537515759522517	7.0
104.0	0.2	41.47779205292295	0.19346137994681126	0.004268655842656843	202.17882894119742	41.63156247016729	200.6276717606287	13.009414679879185	0.2422757027907408	0.21940082822527887	0.19346137994681126	21.495470107502015	7.0
105.0	0.2	42.99609888063074	0.19356209537809443	0.005051077133542248	201.39506404258583	42.91522243115402	200.71193822721017	12.880395118567897	0.24199075955532653	0.21860251958570232	0.19356209537809443	21.596489904978903	7.0
106.0	0.2	43.107033893579185	0.19248405303629784	0.0055394547736379585	200.8313477975645	42.99082765512203	199.16513506422058	13.249013808711215	0.2412178728488478	0.21810891081963085	0.19248405303629784	21.57016734735855	7.0
107.0	0.2	44.22555702840399	0.19221396909800428	0.006232787690884645	199.8426656987108	43.96920324870605	198.82991700184533	13.422856648860103	0.24413860914146218	0.2180511784991694	0.19221396909800428	21.38175167412459	7.0
108.0	0.2	45.22872678023844	0.19100728678289505	0.0068723968925117895	198.52521359873387	45.15438906667152	197.5484111802859	13.51406772151395	0.24431569170963272	0.21780321499677605	0.19100728678289505	21.436920678567724	7.0
109.0	0.2	45.84835680666295	0.19226257334115504	0.0072399472862138825	196.76444757366633	46.21340637045243	196.25723623343117	13.752220078481885	0.24208089402078797	0.2168440051775657	0.19226257334115504	21.47537398608033	7.0
110.0	0.2	46.0965826813449	0.19388656858203157	0.007652488174187844	196.78369002113251	46.01709785897737	194.88466109437596	13.994840686036776	0.2446349572069713	0.21652978312675147	0.19388656858203157	21.416446709834712	7.0
111.0	0.2	47.22617101256414	0.19060475754284747	0.008172302984012836	195.2620661155618	47.12587127964771	194.9352021520446	13.967884761254721	0.24332893616740514	0.2161849589112632	0.19060475754284747	21.46302336541993	7.0
112.0	0.2	48.515223906050416	0.1916700364945155	0.008664745252236955	193.48129287429865	48.58379478503683	192.97296527220794	14.32037606903256	0.24331446819689084	0.21615810120931034	0.1916700364945155	21.32062061339135	7.0
113.0	0.2	48.58359127280967	0.19259062387776563	0.008869755278706315	192.4999581619697	48.123544878712686	191.48365189300708	14.369464061961859	0.2420264165570385	0.2159260196012145	0.19259062387776563	21.4116156565094	7.0
114.0	0.2	49.815400089160555	0.18916944068631783	0.009254378670961627	191.35721153664406	49.56197949210011	190.44387949192742	14.571695111265662	0.24311195583614645	0.21602626885005455	0.18916944068631783	21.306670849233097	7.0
115.0	0.2	50.945422041261665	0.18967093886178268	0.009633906594124886	190.25801096652722	50.59742536522348	188.9663248125981	14.725280148781673	0.24108486977993349	0.2163701858331825	0.18967093886178268	21.295980183495363	7.0
116.0	0.2	51.46646467225756	0.19042265266690478	0.009993450666318016	188.49461854751914	51.175998919012216	187.98267905355544	15.116074358322354	0.24373392930942445	0.21596166234630687	0.19042265266690478	21.273629919274036	7.0
117.0	0.2	52.58989261455966	0.18990397117225208	0.010252797901720873	187.20597741909322	52.26185413345382	186.47306846684793	15.36900202476625	0.2456084902071956	0.21662433670313253	0.18990397117225208	21.331034733785962	7.0
118.0	0.2	53.12534725950078	0.19017171383625864	0.010392757146749532	185.9573320361287	52.94088066693502	184.72333149275315	15.4696500729985	0.24590947499417207	0.21664840156054707	0.19017171383625864	21.37722052080519	7.0
119.0	0.2	52.79807752072426	0.18888481528236317	0.010202188034411447	184.98657954851663	52.889644043210694	184.23193682250212	15.48723835493983	0.24763180880718685	0.21699965894187848	0.18888481528236317	21.38860737272636	7.0
